Date,IBM,TXN,CSCO,QCOM,ORCL,NOK,AMAT,SnP
7/31/2007,86.398308,27.645308,23.708805,33.006878,17.21348,18.840824,17.860666,2470.300049
8/1/2007,87.483627,27.582464,24.414083,32.800831,17.816673,18.68952,18.192923,2476.350098
8/2/2007,88.412819,27.354643,24.709312,33.315964,18.086758,20.327564,18.087566,2477.570068
8/3/2007,87.366501,26.506193,24.159857,32.309498,17.699633,19.505251,17.998434,2472.159912
8/6/2007,88.928169,26.7183,24.192659,33.109909,18.077755,19.847336,18.517069,2476.830078
8/7/2007,88.647072,26.7183,24.348476,32.095524,17.71764,19.577616,18.322582,2480.909912
8/8/2007,88.529526,26.498327,25.980455,31.81815,18.185793,20.261782,18.606211,2474.919922
8/9/2007,86.766449,26.026976,25.750832,30.288679,18.086758,19.492096,18.144287,2474.02002
8/10/2007,88.263115,25.995546,25.742622,30.027145,17.996733,19.669714,17.70669,2438.209961
8/13/2007,88.317947,26.058393,25.283375,30.843399,17.753653,20.05127,17.617548,2441.320068
8/14/2007,87.800789,25.893414,24.815928,29.939968,17.420549,19.630243,17.260002,2465.840088
8/15/2007,87.158234,25.390635,24.537096,28.600685,17.267498,18.978973,16.544899,2464.610107
8/16/2007,85.951523,25.555614,24.028637,29.266363,17.231482,18.682941,16.520512,2468.110107
8/17/2007,86.899643,25.995546,24.5945,29.749779,17.420549,19.321058,16.902449,2430.01001
8/20/2007,85.583237,26.294077,24.405878,29.654676,17.204479,19.485521,17.016218,2425.550049
8/21/2007,85.442177,26.459049,24.684711,29.242596,17.348524,19.538149,16.934954,2428.370117
8/22/2007,86.194427,26.812572,24.815928,29.535809,17.393539,20.084162,16.715549,2452.51001
8/23/2007,87.330635,26.828285,24.824129,30.003389,17.438555,19.8276,16.821186,2444.040039
8/24/2007,88.733253,27.535316,25.20137,30.296608,17.951714,20.373615,16.951208,2438.969971
8/27/2007,88.889984,27.071815,25.504803,30.573963,17.879688,20.255201,16.7318,2443.050049
8/28/2007,87.761604,26.254789,24.93894,30.011311,17.429556,19.742081,16.366119,2444.23999
8/29/2007,89.775414,26.938267,25.422791,30.957857,18.122768,21.169615,16.829311,2446.300049
8/30/2007,90.40229,26.773293,25.775427,31.085121,18.194788,21.36039,17.024342,2457.590088
8/31/2007,91.436615,26.898991,26.177277,31.729424,18.257814,21.63011,17.357513,2471.649902
9/4/2007,92.612,27.676729,26.505318,31.824869,18.653936,22.10376,17.698812,2476.550049
9/5/2007,92.369095,27.810284,26.423306,30.965803,18.662939,21.952456,17.308754,2457.850098
9/6/2007,92.165375,28.320925,26.11167,30.878307,18.491886,22.505051,17.333136,2465.540039
9/7/2007,90.543335,27.731724,25.849241,30.138567,18.14978,22.327427,16.894321,2465.100098
9/10/2007,90.73922,27.668873,26.029659,29.247698,18.158787,22.399792,16.991833,2461.429932
9/11/2007,91.953781,28.06168,26.374094,30.234015,18.419865,22.755032,17.081228,2488.110107
9/12/2007,90.89592,27.590311,26.062464,30.122665,18.491886,22.149809,16.699299,2496.47998
9/13/2007,90.856743,27.417477,25.841045,31.156708,18.410864,22.28796,16.707411,2498.370117
9/14/2007,90.214233,27.244654,25.882048,31.363523,18.068754,22.123497,16.520512,2495.620117
9/17/2007,89.736259,27.166101,25.832838,31.021492,18.023737,22.439264,16.504261,2500.22998
9/18/2007,91.389618,27.291792,26.275686,31.657824,18.662939,23.643129,17.138109,2503.870117
9/19/2007,91.420975,27.668873,26.316692,31.848722,18.761976,24.064156,17.146231,2506.649902
9/20/2007,91.569839,28.100952,26.415096,32.246437,18.94203,24.202305,17.081228,2508.23999
9/21/2007,91.507149,28.768717,26.488905,32.477112,19.7883,24.373343,17.308754,2500.600098
9/24/2007,91.091843,28.643019,26.144476,33.12141,19.617245,24.051001,17.097475,2502.219971
9/25/2007,91.29557,28.47019,26.603725,33.04982,19.752293,24.261509,17.073099,2496.659912
9/26/2007,91.914597,28.517323,27.054773,33.598656,19.599236,24.623327,16.804935,2496.840088
9/27/2007,92.23587,28.902258,27.251596,33.590694,19.473196,24.958828,16.821186,2507.040039
9/28/2007,92.306412,28.745155,27.16959,33.614567,19.491205,24.952251,16.821186,2510.060059
10/1/2007,93.270187,28.917982,27.054773,33.47934,19.779297,24.971987,17.333136,2519.360107
10/2/2007,92.745224,28.776583,27.071173,33.39185,19.671259,24.524649,17.568794,2529.120117
10/3/2007,91.209373,28.368053,26.611921,33.62252,19.41918,24.110205,16.910574,2534.580078
10/4/2007,90.653053,28.438763,26.365896,34.028175,19.59024,23.906271,16.780554,2537.73999
